business_code,cust_number,name_customer,clear_date,business_year,doc_id,posting_date,document_create_date,document_create_date_alt,due_in_date,invoice_currency,document_type,posting_id,area_business,total_open_amount,baseline_create_date,cust_payment_terms,invoice_id,isOpen
U001,0200769623,WAL-MAR systems,2019-04-01 00:00:00,2019.0,1929001864.0,2019-03-21,20190320,20190321,20190405.0,USD,RV,1.0,,6142.06,20190321.0,NAH4,1929001864.0,0
U001,0200708411,SHAM corp,2019-11-20 00:00:00,2019.0,1930047323.0,2019-10-30,20191023,20191030,20191201.0,USD,RV,1.0,,16742.87,20191030.0,NA32,1930047323.0,0
U001,0200762301,C&S WH foundation,2019-07-23 00:00:00,2019.0,1929583659.0,2019-07-12,20190706,20190712,20190727.0,USD,RV,1.0,,16136.54,20190712.0,NAC6,1929583659.0,0
U001,0200769623,WAL-MAR associates,2019-06-20 00:00:00,2019.0,1929457092.0,2019-06-10,20190608,20190610,20190625.0,USD,RV,1.0,,15872.67,20190610.0,NAH4,1929457092.0,0
U001,0200762301,C&S WH ,2019-07-26 00:00:00,2019.0,1929612751.0,2019-07-11,20190712,20190711,20190726.0,USD,RV,1.0,,131157.42,20190711.0,NAC6,1929612751.0,0
U001,0200769623,WAL-MAR foundation,2020-02-18 00:00:00,2020.0,1930465781.0,2020-02-02,20200201,20200202,20200217.0,USD,RV,1.0,,17926.46,20200202.0,NAH4,1930465781.0,0
U001,100001196,DOLLAR corporation,2019-07-29 00:00:00,2019.0,1929563891.0,2019-07-03,20190701,20190703,20190718.0,USD,RV,1.0,,2692.42,20190703.0,NAA8,1929563891.0,0
U001,0200772670,ASSOCIAT in,2020-02-26 00:00:00,2020.0,1930511642.0,2020-02-10,20200211,20200210,20200225.0,USD,RV,1.0,,51581.35,20200210.0,NAU5,1930511642.0,0
U001,0200744019,TARG corp,2020-01-16 00:00:00,2020.0,1930333759.0,2019-12-31,20191230,20191231,20200115.0,USD,RV,1.0,,7664.54,20191231.0,NAA8,1930333759.0,0
U001,0200769369,DI in,2019-06-07 00:00:00,2019.0,1929357887.0,2019-05-23,20190522,20190523,20190607.0,USD,RV,1.0,,30054.79,20190523.0,NAA8,1929357887.0,0
U013,0100009932,SYSCO IN corporation,2019-12-09 00:00:00,2019.0,1991834701.0,2019-11-06,20191104,20191106,20191206.0,USD,RV,1.0,,25338.89,20191106.0,NAVE,1991834701.0,0
U001,0200769623,WAL-MAR systems,2019-03-11 00:00:00,2019.0,1928872311.0,2019-02-28,20190227,20190228,20190315.0,USD,RV,1.0,,10223.88,20190228.0,NAH4,1928872311.0,0
CA02,0140106408,WAL-M us,2020-02-13 00:00:00,2020.0,2960609549.0,2020-01-22,20200122,20200122,20200202.0,CAD,RV,1.0,,15506.54,20200123.0,CA10,2960609549.0,0
U001,0200729828,KENNETH us,,2020.0,1930646342.0,2020-03-17,20200312,20200317,20200418.0,USD,RV,1.0,,26118.0,20200317.0,NA32,1930646342.0,1
U001,0200705742,DOT co,2019-06-28 00:00:00,2019.0,1929485700.0,2019-06-13,20190613,20190613,20190628.0,USD,RV,1.0,,1122.14,20190613.0,NAA8,1929485700.0,0
U001,0200782669,SYGMA us,,2020.0,1930672883.0,2020-03-20,20200319,20200320,20200421.0,USD,RV,1.0,,43327.43,20200320.0,NA32,1930672883.0,1
U001,0200729942,SA associates,2019-04-23 00:00:00,2019.0,1929106229.0,2019-04-08,20190408,20190408,20190612.0,USD,RV,1.0,,4262.56,20190408.0,NAGD,1929106229.0,0
U001,0200854853,MARTIN  ,2020-02-06 00:00:00,2020.0,1930431844.0,2020-01-22,20200123,20200122,20200206.0,USD,RV,1.0,,20379.6,20200122.0,NAA8,1930431844.0,0
CA02,0140105847,GORDON F corp,2020-03-09 00:00:00,2020.0,2960616908.0,2020-02-25,20200225,20200225,20200307.0,CAD,RV,1.0,,9299.28,20200226.0,CA10,2960616908.0,0
U001,0200974851,RESTA corp,2019-06-07 00:00:00,2019.0,1929360138.0,2019-05-23,20190522,20190523,20190607.0,USD,RV,1.0,,408.16,20190523.0,NAA8,1929360138.0,0
U001,0200493614,US  trust,2019-10-25 00:00:00,2019.0,1929975762.0,2019-10-07,20191006,20191007,20191022.0,USD,RV,1.0,,77828.86,20191007.0,NAA8,1929975762.0,0
U001,0200762301,C&S WH co,2019-11-21 00:00:00,2019.0,1930100828.0,2019-11-06,20191105,20191106,20191121.0,USD,RV,1.0,,5684.31,20191106.0,NAC6,1930100828.0,0
U001,0200769623,WAL-MAR co,2019-01-28 00:00:00,2019.0,1928618493.0,2019-01-15,20190114,20190115,20190130.0,USD,RV,1.0,,47664.3,20190115.0,NAH4,1928618493.0,0
U001,0200429605,THE D associates,2019-05-24 00:00:00,2019.0,1929287449.0,2019-05-09,20190509,20190509,20190524.0,USD,RV,1.0,,51051.98,20190509.0,NAA8,1929287449.0,0
U001,0200762301,C&S WH associates,2019-10-28 00:00:00,2019.0,1929766695.0,2019-08-21,20190820,20190821,20191025.0,USD,RV,1.0,,633.42,20190821.0,NAGD,1929766695.0,0
U001,0100031704,DELHAIZE corp,2020-02-25 00:00:00,2020.0,1930486167.0,2020-02-07,20200205,20200207,20200222.0,USD,RV,1.0,,86241.12,20200207.0,NAA8,1930486167.0,0
U001,0200764795,SYSCO  systems,2019-07-25 00:00:00,2019.0,1929598471.0,2019-07-11,20190709,20190711,20190726.0,USD,RV,1.0,,26358.49,20190711.0,NAA8,1929598471.0,0
U001,0100031704,DELHAIZE co,2020-02-26 00:00:00,2020.0,1930497800.0,2020-02-10,20200207,20200210,20200415.0,USD,RV,1.0,,13469.78,20200210.0,NAGD,1930497800.0,0
U001,0200794332,COST systems,2020-03-05 00:00:00,2020.0,1930542451.0,2020-02-20,20200219,20200220,20200306.0,USD,RV,1.0,,8793.09,20200220.0,NAAX,1930542451.0,0
U001,0200769623,WAL-MAR ,2019-09-10 00:00:00,2019.0,1929807671.0,2019-08-30,20190829,20190830,20190914.0,USD,RV,1.0,,22806.27,20190830.0,NAH4,1929807671.0,0
U001,0200769623,WAL-MAR foundation,2019-11-12 00:00:00,2019.0,1930066515.0,2019-10-29,20191029,20191029,20191113.0,USD,RV,1.0,,39695.01,20191029.0,NAH4,1930066515.0,0
U001,200772670,ASSOCIAT foundation,2019-06-05 00:00:00,2019.0,1929352413.0,2019-05-20,20190520,20190520,20190604.0,USD,RV,1.0,,11295.39,20190520.0,NAU5,1929352413.0,0
U001,0200769623,WAL-MAR systems,,2020.0,1930619509.0,2020-03-08,20200307,20200308,20200323.0,USD,RV,1.0,,14817.95,20200308.0,NAH4,1930619509.0,1
U001,0200726979,BJ'S  ,2019-03-25 00:00:00,2019.0,1928948181.0,2019-03-10,20190312,20190310,20190325.0,USD,RV,1.0,,548.67,20190310.0,NAA8,1928948181.0,0
U001,0200778870,C us,,2020.0,1930809727.0,2020-04-22,20200421,20200422,20200507.0,USD,RV,1.0,,7042.83,20200422.0,NAA8,1930809727.0,1
U001,0200769623,WAL-MAR associates,2019-06-17 00:00:00,2019.0,1929398604.0,2019-05-30,20190529,20190530,20190614.0,USD,RV,1.0,,2654.0,20190530.0,NAH4,1929398604.0,0
U001,0200744019,TARG llc,2019-05-24 00:00:00,2019.0,1929281364.0,2019-05-09,20190508,20190509,20190524.0,USD,RV,1.0,,30522.75,20190509.0,NAA8,1929281364.0,0
U001,200942148,BRADY us,2019-03-22 00:00:00,2019.0,1928595841.0,2019-01-09,20190109,20190109,20190208.0,USD,RV,1.0,,16041.6,20190109.0,NAD5,1928595841.0,0
U001,0200769623,WAL-MAR in,2019-10-24 00:00:00,2019.0,1930007838.0,2019-10-13,20191013,20191013,20191028.0,USD,RV,1.0,,14328.97,20191013.0,NAH4,1930007838.0,0
U001,0200711029,WEGMAN corporation,2019-04-02 00:00:00,2019.0,1928987163.0,2019-03-18,20190318,20190318,20190522.0,USD,RV,1.0,,19570.79,20190318.0,NAGD,1928987163.0,0
U001,0200794332,COST associates,2019-04-23 00:00:00,2019.0,1929118811.0,2019-04-09,20190410,20190409,20190424.0,USD,RV,1.0,,35732.27,20190409.0,NAAX,1929118811.0,0
U001,0200772670,ASSOCIAT systems,2019-11-25 00:00:00,2019.0,1930136008.0,2019-11-10,20191110,20191110,20191125.0,USD,RV,1.0,,51339.03,20191110.0,NAU5,1930136008.0,0
U001,0200357714,US  trust,2019-07-17 00:00:00,2019.0,1929561950.0,2019-07-01,20190701,20190701,20190716.0,USD,RV,1.0,,72028.49,20190701.0,NAA8,1929561950.0,0
U001,0200769623,WAL-MAR systems,2019-10-21 00:00:00,2019.0,1929983121.0,2019-10-08,20191008,20191008,20191023.0,USD,RV,1.0,,55491.14,20191008.0,NAH4,1929983121.0,0
U001,0200741174,M B  co,2019-05-16 00:00:00,2019.0,1929220263.0,2019-04-27,20190427,20190427,20190512.0,USD,RV,1.0,,20376.74,20190427.0,NAA8,1929220263.0,0
U001,0200714710,SYSCO  llc,2019-04-15 00:00:00,2019.0,1929038672.0,2019-03-30,20190328,20190330,20190414.0,USD,RV,1.0,,12667.96,20190330.0,NAA8,1929038672.0,0
U001,0200331749,SYSC systems,,2020.0,1930604837.0,2020-03-04,20200305,20200304,20200319.0,USD,RV,1.0,,32229.59,20200304.0,NAA8,1930604837.0,1
U001,0200726025,MARTI corp,2019-10-15 00:00:00,2019.0,1929982392.0,2019-10-07,20191008,20191007,20191022.0,USD,RV,1.0,,33873.69,20191007.0,NAA8,1929982392.0,0
U001,0200744019,TARG trust,2020-01-30 00:00:00,2020.0,1930392930.0,2020-01-15,20200114,20200115,20200130.0,USD,RV,1.0,,5904.38,20200115.0,NAA8,1930392930.0,0
U001,0100031704,DELHAIZE corporation,,2020.0,1930774178.0,2020-04-11,20200410,20200411,20200426.0,USD,RV,1.0,,47286.8,20200411.0,NAA8,1930774178.0,1
U001,200387798,AR corporation,2019-04-05 00:00:00,2019.0,1929007434.0,2019-03-21,20190321,20190321,20190405.0,USD,RV,1.0,,12048.83,20190321.0,NAA8,1929007434.0,0
U001,0200769623,WAL-MAR corp,2019-04-19 00:00:00,2019.0,1929077507.0,2019-04-03,20190403,20190403,20190418.0,USD,RV,1.0,,56047.07,20190403.0,NAH4,1929077507.0,0
CA02,0140104409,LOB foundation,,2020.0,2960621273.0,2020-03-21,20200321,20200321,20200404.0,CAD,RV,1.0,,104742.0,20200325.0,CA10,2960621273.0,1
U001,0200769623,WAL-MAR us,2019-03-19 00:00:00,2019.0,1928932331.0,2019-03-09,20190308,20190309,20190324.0,USD,RV,1.0,,30349.28,20190309.0,NAH4,1928932331.0,0
U001,0200772670,ASSOCIAT foundation,2019-03-25 00:00:00,2019.0,1928937419.0,2019-03-09,20190309,20190309,20190324.0,USD,RV,1.0,,66788.84,20190309.0,NAU5,1928937419.0,0
U001,0200723794,MID MO llc,2019-04-04 00:00:00,2019.0,1928992266.0,2019-03-20,20190319,20190320,20190404.0,USD,RV,1.0,,128691.42,20190320.0,NAA8,1928992266.0,0
U001,0200763229,MAINES foundation,2019-01-22 00:00:00,2019.0,1928582712.0,2019-01-07,20190107,20190107,20190122.0,USD,RV,1.0,,17577.91,20190107.0,NAA8,1928582712.0,0
U001,0200762301,C&S WH systems,2019-10-22 00:00:00,2019.0,1929967935.0,2019-10-06,20191005,20191006,20191021.0,USD,RV,1.0,,8841.27,20191006.0,NAC6,1929967935.0,0
U001,0200799367,MCL corporation,2019-02-20 00:00:00,2019.0,1928713460.0,2019-02-05,20190204,20190205,20190220.0,USD,RV,1.0,,39249.16,20190205.0,NAA8,1928713460.0,0
U001,0200769623,WAL-MAR corp,2020-01-31 00:00:00,2020.0,1930413319.0,2020-01-19,20200118,20200119,20200203.0,USD,RV,1.0,,45238.8,20200119.0,NAH4,1930413319.0,0
U001,0200726979,BJ'S  in,2019-05-16 00:00:00,2019.0,1929236057.0,2019-04-28,20190430,20190428,20190513.0,USD,RV,1.0,,473.25,20190428.0,NAA8,1929236057.0,0
U001,0200769623,WAL-MAR ,2019-05-07 00:00:00,2019.0,1929179510.0,2019-04-20,20190419,20190420,20190505.0,USD,RV,1.0,,706.29,20190420.0,NAH4,1929179510.0,0
U001,0200769623,WAL-MAR corp,2020-03-09 00:00:00,2020.0,1930566915.0,2020-02-26,20200225,20200226,20200312.0,USD,RV,1.0,,57704.88,20200226.0,NAH4,1930566915.0,0
U001,0200974851,RESTA associates,2019-04-23 00:00:00,2019.0,1929096388.0,2019-04-08,20190406,20190408,20190423.0,USD,RV,1.0,,453.0,20190408.0,NAA8,1929096388.0,0
U001,0200769623,WAL-MAR ,,2020.0,1930773293.0,2020-04-11,20200410,20200411,20200426.0,USD,RV,1.0,,18624.16,20200411.0,NAH4,1930773293.0,1
U001,CCU013,KRAFT F us,2019-05-31 00:00:00,2019.0,1929230040.0,2019-04-29,20190429,20190429,20190429.0,USD,RV,1.0,,13298.6,20190429.0,NAX2,1929230040.0,0
U001,0200769623,WAL-MAR in,2019-11-27 00:00:00,2019.0,1930159687.0,2019-11-17,20191116,20191117,20191202.0,USD,RV,1.0,,3576.04,20191117.0,NAH4,1930159687.0,0
U001,0200726979,BJ'S  co,2019-09-03 00:00:00,2019.0,1929753486.0,2019-08-19,20190816,20190819,20190903.0,USD,RV,1.0,,14225.95,20190819.0,NAA8,1929753486.0,0
U001,0200741831,SUPE corp,,2020.0,1930788563.0,2020-04-15,20200415,20200415,20200430.0,USD,RV,1.0,,42074.37,20200415.0,NAA8,1930788563.0,1
U001,0200794332,COST ,2019-09-12 00:00:00,2019.0,1929792302.0,2019-08-27,20190826,20190827,20190911.0,USD,RV,1.0,,6943.06,20190827.0,NAAX,1929792302.0,0
U001,0200739006,AL co,2019-06-20 00:00:00,2019.0,1929436254.0,2019-06-06,20190605,20190606,20190621.0,USD,RV,1.0,,53493.12,20190606.0,NAA8,1929436254.0,0
U001,0200416837,DEC us,2019-11-01 00:00:00,2019.0,1930046113.0,2019-10-23,20191023,20191023,20191108.0,USD,RV,1.0,,139.32,20191016.0,NAM4,1930046113.0,0
U001,0200788848,DAIRY co,2019-08-01 00:00:00,2019.0,1929634236.0,2019-07-18,20190718,20190718,20190807.0,USD,RV,1.0,,39744.48,20190718.0,NAD1,1929634236.0,0
U001,0200331749,SYSC corp,2019-11-07 00:00:00,2019.0,1930009674.0,2019-10-17,20191014,20191017,20191106.0,USD,RV,1.0,,22016.82,20191017.0,NAD1,1930009674.0,0
U001,0200803720,DEC corporation,2019-03-08 00:00:00,2019.0,1928927459.0,2019-03-08,20190308,20190308,20190311.0,USD,RV,1.0,,444.44,20190301.0,NAM2,1928927459.0,0
U001,0200782001,GORDO systems,2019-05-29 00:00:00,2019.0,1929265341.0,2019-05-09,20190506,20190509,20190529.0,USD,RV,1.0,,13120.02,20190509.0,NAD1,1929265341.0,0
U001,200797984,PIGGLY associates,2019-05-08 00:00:00,2019.0,1929185986.0,2019-04-23,20190422,20190423,20190508.0,USD,RV,1.0,,59203.77,20190423.0,NAA8,1929185986.0,0
U001,0200622385,US  us,2019-04-17 00:00:00,2019.0,1928970907.0,2019-03-15,20190315,20190315,20190416.0,USD,RV,1.0,,27645.7,20190315.0,NA32,1928970907.0,0
U001,0200769623,WAL-MAR llc,2019-08-30 00:00:00,2019.0,1929760316.0,2019-08-20,20190818,20190820,20190904.0,USD,RV,1.0,,6532.6,20190820.0,NAH4,1929760316.0,0
U001,0200769623,WAL-MAR corporation,2019-10-08 00:00:00,2019.0,1929934626.0,2019-09-28,20190927,20190928,20191013.0,USD,RV,1.0,,57725.86,20190928.0,NAH4,1929934626.0,0
U001,0200769623,WAL-MAR in,2020-01-16 00:00:00,2020.0,1930353136.0,2020-01-05,20200104,20200105,20200120.0,USD,RV,1.0,,54743.89,20200105.0,NAH4,1930353136.0,0
U001,0200769623,WAL-MAR trust,2019-05-29 00:00:00,2019.0,1929339053.0,2019-05-19,20190517,20190519,20190603.0,USD,RV,1.0,,22193.8,20190519.0,NAH4,1929339053.0,0
U001,0200705742,DOT associates,2019-09-24 00:00:00,2019.0,1929847187.0,2019-09-09,20190908,20190909,20191011.0,USD,RV,1.0,,2090.61,20190909.0,NA32,1929847187.0,0
U001,0100049079,ESSEX  co,2019-04-30 00:00:00,2019.0,1929080467.0,2019-04-10,20190403,20190410,20190425.0,USD,RV,1.0,,13243.2,20190410.0,NAA8,1929080467.0,0
U001,0200790107,ROU co,2019-01-23 00:00:00,2019.0,1928587863.0,2019-01-08,20190108,20190108,20190123.0,USD,RV,1.0,,48719.61,20190108.0,NAC6,1928587863.0,0
U001,0200750051,ALBER systems,2019-10-18 00:00:00,2019.0,1929957584.0,2019-10-03,20191003,20191003,20191018.0,USD,RV,1.0,,15521.56,20191003.0,NAA8,1929957584.0,0
U001,0200749782,KROG corporation,2019-03-25 00:00:00,2019.0,1928925617.0,2019-03-08,20190307,20190308,20190323.0,USD,RV,1.0,,183512.89,20190308.0,NAA8,1928925617.0,0
U001,0100053305,ASSE corporation,2019-07-23 00:00:00,2019.0,1929626488.0,2019-07-12,20190717,20190712,20190722.0,USD,RV,1.0,,27508.8,20190712.0,NA10,1929626488.0,0
U001,0200129450,NU corp,2019-11-26 00:00:00,2019.0,1930036180.0,2019-10-22,20191021,20191022,20191121.0,USD,RV,1.0,,48691.68,20191022.0,NAD5,1930036180.0,0
U001,0100035578,MICH corporation,2019-03-18 00:00:00,2019.0,1928793642.0,2019-02-13,20190213,20190213,20190316.0,USD,RV,1.0,,15138.87,20190213.0,NA3B,1928793642.0,0
U001,0200749782,KROG in,2019-04-09 00:00:00,2019.0,1929017457.0,2019-03-25,20190324,20190325,20190409.0,USD,RV,1.0,,91649.05,20190325.0,NAA8,1929017457.0,0
U001,0200744019,TARG systems,,2020.0,1930693105.0,2020-03-25,20200324,20200325,20200409.0,USD,RV,1.0,,3434.5,20200325.0,NAA8,1930693105.0,1
U001,0200780383,MEIJ llc,,2020.0,1930788223.0,2020-04-15,20200415,20200415,20200430.0,USD,RV,1.0,,41712.73,20200415.0,NAA8,1930788223.0,1
U001,0200769623,WAL-MAR trust,2019-12-23 00:00:00,2019.0,1930271421.0,2019-12-12,20191212,20191212,20191227.0,USD,RV,1.0,,61244.19,20191212.0,NAH4,1930271421.0,0
U001,0200749782,KROG corporation,2019-10-28 00:00:00,2019.0,1930006943.0,2019-10-13,20191012,20191013,20191028.0,USD,RV,1.0,,111910.58,20191013.0,NAA8,1930006943.0,0
U001,0200729942,SA trust,2019-02-08 00:00:00,2019.0,1928661917.0,2019-01-22,20190122,20190122,20190206.0,USD,RV,1.0,,34535.73,20190122.0,NAA8,1928661917.0,0
U001,0200230690,DECA trust,2020-01-15 00:00:00,2020.0,1930346726.0,2020-01-03,20200103,20200103,20200124.0,USD,RV,1.0,,2417.96,20200101.0,NAM4,1930346726.0,0
U001,0200713007,KEEFE  trust,2019-06-28 00:00:00,2019.0,1929492554.0,2019-06-20,20190614,20190620,20190705.0,USD,RV,1.0,,6216.0,20190620.0,NAA8,1929492554.0,0
U001,0200739534,OK corporation,2019-08-29 00:00:00,2019.0,1929733677.0,2019-08-11,20190811,20190811,20190826.0,USD,RV,1.0,,45035.97,20190811.0,NAA8,1929733677.0,0
U001,0200769623,WAL-MAR trust,2019-09-04 00:00:00,2019.0,1929779167.0,2019-08-23,20190823,20190823,20190907.0,USD,RV,1.0,,45580.83,20190823.0,NAH4,1929779167.0,0
U001,0200726979,BJ'S  corp,2019-06-24 00:00:00,2019.0,1929455756.0,2019-06-08,20190607,20190608,20190623.0,USD,RV,1.0,,434.98,20190608.0,NAA8,1929455756.0,0
U001,0200759878,SA corp,2019-02-28 00:00:00,2019.0,1928787714.0,2019-02-13,20190212,20190213,20190228.0,USD,RV,1.0,,30479.36,20190213.0,NAH4,1928787714.0,0
U001,0200726979,BJ'S  trust,2020-02-03 00:00:00,2020.0,1930406905.0,2020-01-17,20200116,20200117,20200201.0,USD,RV,1.0,,27.6,20200117.0,NAA8,1930406905.0,0
U001,0200763152,PERFOR corporation,2019-10-18 00:00:00,2019.0,1929748244.0,2019-08-20,20190816,20190820,20190921.0,USD,RV,1.0,,14559.48,20190820.0,NA32,1929748244.0,0
U013,CC6600,KRAFT  corporation,2019-04-30 00:00:00,2019.0,1991822584.0,2019-02-27,20190227,20190227,20190413.0,USD,RV,1.0,,16321.81,20190227.0,NAVF,1991822584.0,0
U001,0200078795,H T H ,2019-05-02 00:00:00,2019.0,1929162871.0,2019-04-17,20190417,20190417,20190502.0,USD,RV,1.0,,779.72,20190417.0,NAA8,1929162871.0,0
CA02,0140104285,BUY- trust,2019-05-06 00:00:00,2019.0,2960540790.0,2019-04-24,20190424,20190424,20190512.0,CAD,RV,1.0,,7650.43,20190502.0,CA10,2960540790.0,0
CA02,0140106408,WAL-M associates,2019-04-05 00:00:00,2019.0,2960531615.0,2019-02-28,20190228,20190228,20190319.0,CAD,RV,1.0,,195871.65,20190309.0,CA10,2960531615.0,0
U001,0100031704,DELHAIZE co,2019-03-26 00:00:00,2019.0,1928941199.0,2019-03-10,20190310,20190310,20190325.0,USD,RV,1.0,,88190.78,20190310.0,NAA8,1928941199.0,0
U001,0200726979,BJ'S  in,2019-03-05 00:00:00,2019.0,1928824389.0,2019-02-18,20190219,20190218,20190305.0,USD,RV,1.0,,193.74,20190218.0,NAA8,1928824389.0,0
U001,0200780383,MEIJ llc,2019-05-08 00:00:00,2019.0,1929174679.0,2019-04-19,20190419,20190419,20190504.0,USD,RV,1.0,,61803.76,20190419.0,NAA8,1929174679.0,0
U001,0200769623,WAL-MAR co,2019-05-21 00:00:00,2019.0,1929292320.0,2019-05-11,20190510,20190511,20190526.0,USD,RV,1.0,,2373.96,20190511.0,NAH4,1929292320.0,0
U001,0200706844,WINC in,2019-04-04 00:00:00,2019.0,1929004028.0,2019-03-20,20190321,20190320,20190404.0,USD,RV,1.0,,11042.07,20190320.0,NAA8,1929004028.0,0
U001,0200714710,SYSCO  corp,2019-05-17 00:00:00,2019.0,1929238251.0,2019-05-03,20190501,20190503,20190518.0,USD,RV,1.0,,3483.36,20190503.0,NAA8,1929238251.0,0
U001,0200743123,KROGER foundation,2020-03-05 00:00:00,2020.0,1930547997.0,2020-02-19,20200220,20200219,20200305.0,USD,RV,1.0,,62158.91,20200219.0,NAA8,1930547997.0,0
U001,0200149567,RESER systems,,2020.0,1930691693.0,2020-03-24,20200324,20200324,20200508.0,USD,RV,1.0,,58718.52,20200324.0,NABG,1930691693.0,1
U001,0100031704,DELHAIZE corp,2019-11-14 00:00:00,2019.0,1930056505.0,2019-10-28,20191027,20191028,20191112.0,USD,RV,1.0,,15018.2,20191028.0,NAA8,1930056505.0,0
U001,0200744019,TARG llc,2019-05-28 00:00:00,2019.0,1928991359.0,2019-03-21,20190319,20190321,20190525.0,USD,RV,1.0,,8358.99,20190321.0,NAGD,1928991359.0,0
CA02,0140104240,FEDER systems,2019-03-27 00:00:00,2019.0,2960534500.0,2019-03-10,20190310,20190310,20190328.0,CAD,RV,1.0,,111381.83,20190318.0,CA10,2960534500.0,0
