order_id,customer_id,product_id,order_amount,order_date,payment_method,status,quantity
a14937bf-1680-4a35-a341-a58105f9a095,cfe17da1-2e94-4702-8da8-ce6dd95899c0,PROD-0249,33878.18,2024-12-10,upi,REF,1
973aa866-dddc-41ae-b7b6-ea8eb8074252,26b07ee0-1fb6-4a1d-9cbc-e3fd0b2b477e,PROD-0183,29612.58,2025-09-23,wallet,success,1
2452c622-e852-41c3-a4bd-8b641db25911,38c416a8-6e4f-4788-b77c-6a85aee77332,PROD-0397, 9902.83,2025/01/10 12:00,upi,success,2
a5182f2e-eae5-415c-b4b7-9474f97cce8c,2dfe11e3-7190-47e9-8bbf-8f4a509be3f9,PROD-0467,12810.96,2024-06-26,card,refunded,0
35656b02-741b-4462-93c9-c23a97ac6d42,20dde646-3d7f-4b73-8298-1278dafdcb35,PROD-0186,29928.21,31-12-2023,cash,refunded ,0
bca8e264-808b-4eb9-9603-090c5be93f3d,2d1bb9fc-edf4-432c-bcaf-7465e193f569,PROD-0120,14334.98,2024/31/01,cash,SUCCESS,3
c4d43eda-5d6a-453a-b517-9705fa15f2e0,5a584a6f-b9eb-4b77-beb4-aaa1035bb3f5,PROD-0279,30035.29,2025-11-27,upi,refunded ,5
66dc71b0-e4d5-4d45-b182-02a6524a79b8,7ddd54fe-9d60-45ef-add4-6560ea3f65f1,PROD-0276,9276.56,31-12-2023,WALLET,REF,3
58a537e2-ce24-4d31-864c-86130d07cb58,99b6cf28-389e-468f-8b64-02a5edb77f39,PROD-0356,0,2024-11-19,wallet,failed,2
34d2abd2-ecad-46b8-861f-7dc2566b2894,fb458935-2431-4665-bfaf-2520940693a2,PROD-0496,48635.04,2025-10-13,cd,success,4
9c18edcd-baea-4106-8a73-9f5e2a79595c,a513f8b3-7b43-4b79-af5e-26ca9e7673fb,PROD-0427,43398.34,,upi,success,5
a73b6763-def6-46d9-8abc-cb210a762cb1,10948e50-d917-4ba3-810f-0d39c53a5220,PROD-0272,816458.15,2025-05-02,wallet,success,5
b05c45b2-e393-4b2a-a071-eb683667eb21,a28f3ed6-51f4-45db-bc70-7408d1ba77c2,PROD-0371,36547.44,2023-12-17,cash,success,-3
5cc38665-71e5-44ce-a42e-0421eb9e66db,f7b5d913-9741-47e9-9339-edaa5314c370,PROD-0428,29045.22,2024-12-31,card,success, 
96d9069b-8b7f-43a5-9c4a-66e12368f020,076258d9-489b-4c76-abab-f960a5197912,PROD-0280,27930.19,2024-01-26,cash,success,1
968fd442-0334-4872-ba7a-fe9a5b18b98d,20aa0d9d-1490-4982-8799-aae8d0e830d2,PROD-0201,-50,2023-12-07,cash,success,2.0
ae3913a2-6a77-47bf-8566-c08b8f426afb,17f4ba8b-f77f-4c76-89ee-7e86be2b7df5,PROD-0243,33819.63,2024/31/01,wallet,success,4
24a6589d-98f1-44be-a046-b40e4e7bcf27,44566e80-a901-45e5-bc42-c022bc607c9c,PROD-0056,27004.56,2024-03-23,wallet,success,2
521b704f-0d06-4f0b-a898-50334186cb0b,51cfc362-adb6-42ad-b44d-d33a098a1ab7,PROD-0312,44873.76,2025-06-06,upi,success,2.0
2d2a4888-28a9-4dc3-97b3-b7ce60775ead,88964cd7-67e4-4555-9dfb-21ab136dc2f0,PROD-0016, 7991.92,2024-12-04,cash, FAILED,1
6507a57a-cd7c-4f18-bc1b-495d85aed72f,46111f4f-89ac-4a93-bf85-cdcc9ba58f01,PROD-0414,-50,2025-04-26,wallet,success,3
37bdfb17-f409-4775-8aa5-f6ecc0e33d0c,4cef38f5-3941-4e4b-86b8-30c9d22a15c8,PROD-0476,21743.53,2024-09-21,upi,success,4
05772aaa-f149-4a12-827c-b77dfe25515a,fa7503e7-3395-41af-8d65-e34e1666cff6,PROD-0149,29870.32,2024-04-10,cash,refunded ,3
06126852-892c-45b7-a666-2aea9b66f702,15d5251f-7fa6-4d5b-ac54-74cdc9e702a3,PROD-0128,7888.59,2024-01-14,upi,success,2.0
21d1e5c9-6266-4a91-b728-db827cf93c9c,12ac898b-6dc6-4c94-9a39-db4bca506e3e,PROD-0214,25141.94,2024/31/01,cash,success,4
b6c18f8e-f2b2-4535-be57-e2ea1b38ac6e,a1fcab3d-a7f4-48af-bb33-f92c4abffaf4,PROD-0133,34309.37,2025-03-03,wallet,success,3
0263b0ad-63aa-49c8-9663-54e9afc6dcd4,ead2e6f8-52bc-4621-995f-2c022f98807d,PROD-0497,8279.23,2024-12-22,wallet,Success,2
87fea634-c9ec-4b86-8181-43ca8f804ed8,0b41cd47-b9f4-4871-ae16-c1ac9ab428ec,PROD-0491,27303.79,2024/31/01,cash,success, 
14d13fde-ae2b-486e-94dd-4c3061617df5,7c7344fa-5927-48fd-96c3-e7c7b339a5c6,PROD-0471,22269.03,2024-01-30,wallet,success,1
9b811854-3cf5-47d1-82c1-47fc6989c984,1fe47dac-e804-4bc5-95b3-7d49ae6246aa,PROD-0418,12295.54,2025-02-07,wallet,success,4
a2b532fa-f805-4c5d-a6ee-10fc7e7100be,78784b3b-9163-4d1d-9a36-0b9b3b36272b,PROD-0400,-50,2024-05-18,upi,success,5
ff70a55d-a3b5-4b15-b3ae-f33a52c7131c,45fd0c64-f2df-4ced-a17d-24dfb7b84410,PROD-0495,40891.48,2024-03-24,cd,success,1
f9fcebd0-3a56-4756-a626-e6a220678c11,c221c81b-7ce3-480f-a25e-f92376bee078,PROD-0414,38527.51,2023-12-24,upi,refunded ,4
e4c4f080-ae39-482b-9f65-785e3f23e881,ea3c9e15-7ca8-4fbe-9ecf-7e1538e076d9,PROD-0091,26424.07,2025-11-30,cash,success,5
418a8dcd-0c30-419b-b2f8-836154d4f1a2,6f293a2f-d0f9-4270-b79a-587c76821389,PROD-0308,6764.42,2024-08-27, upi,success,4
cd73f8c2-8ca5-488b-8f55-e8dbe1cb6eb7,c4d8301f-5d7d-44f7-b73b-61256eae6960,PROD-0447,15842.01,2025-07-23,card,Success,2
d959707e-4865-4a36-8c3e-6b43dd9dc0fd,2fef9247-ac00-46a2-bc2f-f14a991038d1,PROD-0128, 37722.14,2024/31/01,cash,success,5
83d4e983-ed07-4b16-b8c1-c9d3fc523384,a9555f78-aa03-4280-a5c7-575c40c1c28d,PROD-0075,-50,2024/31/01,upi,success,5
630cce0f-2c2b-4874-ac1a-cfb907a489be,c7ad3aad-bc14-414a-811a-bf69fb366d38,PROD-0472,0,2024-03-21,wallet,success,5
97187668-1f34-446c-b5f9-da599ef86bef,a3bfebaf-e72e-4a69-946d-32a4e1551596,PROD-0452,9646.28,,upi,refunded ,1
731cfb42-54f0-4967-86a8-21219cd095a2,809c888b-0fa0-430c-8700-8719acffa340,PROD-0450, 18222.23,2024-07-27,wallet,success,2.0
9ecca26e-37ce-4d87-9ba4-b58fdc90761f,458511cf-48f9-46b9-aaf4-64bdd4af2a39,PROD-0217,24889.86,2024-11-19,cash,REF,5
dd7509f1-511c-4b6e-a782-310cc90dbfc3,977e8a1b-2faa-4f1a-8721-46d8be000a23,PROD-0128,37876.69,2024/31/01, upi,success,5
79db8626-94da-4ea8-a06b-94f7bfe6f1be,24370a9d-d5a6-45f2-9983-a29065deff47,PROD-0011,14674.91,2024-10-21,card,refunded,4
840facbe-feaa-42f2-9bbd-36af81166b93,c05dfa53-3ffe-493f-81f1-64c0bc084965,PROD-0439, 37986.22,2024-07-04, upi,fail,1
c3b7c57e-4105-43a8-8f71-453e40b0637b,99f11a8b-3916-423a-93ef-1f3a3086948e,PROD-0201,5665.0,2026-11-16T15:17:59.679270,wallet,success,2
397e332d-df28-47c5-be39-29e2dfabc02b,a84365f2-8162-415a-89cd-3e7b608981dc,PROD-0038, 45634.42,2025-08-20,cash,success,2
6f77d9c5-b850-4fb2-8677-9b78eed6e4e5,54969321-560d-414d-86aa-a36b3451bddf,PROD-0263,19058.49,2024-01-03,upi,success,-3
4617ef3f-5cc0-49bf-b79b-0f08076fec15,73944de3-dbac-4ffd-bc85-041fe3b831aa,PROD-0177,25469.88,2024/31/01,cash,success,2.0
d41aa3ac-53d8-4c44-b660-0f4f2a74dc68,5d93570f-0456-4042-8b5c-5ec1105b3200,PROD-0211,47349.91,2025/01/10 12:00,card,success,2.0
66480c35-1f0e-4a4b-b2ad-36f777c63e77,e0f75ed8-5442-4a8b-b339-91df2284e27a,PROD-0119,775197.14,2026-10-26T15:18:00.341175,wallet,success,3
5b5c7af4-f493-46d5-b396-d2d7886d674b,133e115a-0acb-45e3-8021-28d89635b78e,PROD-0229,"1,200",2026-11-17T15:18:01.564286,cash,success,3
3966e2aa-932b-425e-9afc-fd7589a81d2f,3d100e99-aa92-4a1e-820a-2088aba49771,PROD-0458,575.81,2024/31/01,cash,REF,3
49d85432-3510-41b5-989a-338845743cc2,b4d7f97a-1ec3-495f-988e-4600570e0cc9,PROD-0305,10334.38,2024-04-01,CRAD,success,3
890db12d-91a9-49ad-8942-03c25bf24e5c,129c4007-06f5-4f4d-ad80-b9ded6363f72,PROD-0379,30344.55,2025-07-30,card,success,4
58c2ed73-1357-4ed1-8dff-febee22155ff,abeb07ee-2f9b-4510-92c4-ef2ee5900229,PROD-0174,,2025-09-10,card,failed,1
cff506f7-47c6-43ef-9102-c7577ec47699,4b505045-b088-4e6e-9d61-5e79e19446d7,PROD-0376, 21007.57,2024-11-27,cash,failed,5
90dff427-9e33-417a-a802-336c29244ff5,075e480c-1559-4ec9-9344-bdb48c4adae4,PROD-0338,40087.08,2024-01-03,wallet,success,4
01ea6969-cb6e-4ec0-8aa1-5e6b23e0efac,f132ad2e-f48a-4f09-923f-ef7ee5759f85,PROD-0285,45057.13,31-12-2023,cash,success,5
99ff7e01-48f6-429a-97f2-d6420d854815,45a82e1f-b3e9-4f54-a29d-945234080ed3,PROD-0098,32801.1,2024-09-27,card,success,3
f064e513-af49-4f66-98f1-b2a90add9f5b,5b77b3f6-f69c-411c-8880-6c6bf2195a73,PROD-0263,6357.67,2025-07-18,card, FAILED,2.0
69a24e57-c595-419b-be42-7343ba445375,476f971c-7871-4853-a8cc-8035a529e6bc,PROD-0428,30733.27,2026-01-15T15:18:03.200248,cash,REF,five
0e4b9238-e3f1-4cfa-9cc0-c3ede6ce9c22,97421f16-7410-4aae-a996-1f09a37e0558,PROD-0468,30175.83,2024-12-22,card,success,5
e83bbeb3-85d6-4a0c-96f3-f87cbcd11044,142df004-ac5f-4222-bf37-f772ddbbcc6a,PROD-0111,5485.05,31-12-2023,wall-et,success,2
4e23d348-cdf9-4f4a-af50-a1c48af9163c,859d6cab-edca-42f5-9d22-b6c1fadbcde8,PROD-0022,13415.44,2025-02-27,wallet,success,5
a0b7b12f-1c44-46d2-9646-8d4da4cb80ca,48b127df-7fe5-4e66-b3d4-d638ccbc972e,PROD-0340,28683.74,2025-08-28,cash,success,3
a89e5e2e-cad1-4f4a-825f-87d7f5fd33ec,332bb466-b414-4cb8-9156-32464e7b7d76,PROD-0109,4485.36,2026-06-28T15:18:00.536834, upi,refunded, 
4d8cb7c1-98d0-49bf-82a7-c7e5fb647c2b,1535ea2c-8eed-4be3-a86c-99347d38372c,PROD-0035,4298.06,2024-12-06,CRAD, FAILED,five
83cc3b61-048f-4766-8108-12e7e6f83be7,39d18a5a-d34b-4ee4-bd9b-dfad33670184,PROD-0349,31538.23,2024-01-07,wallet,success,1
e3b56895-2679-4a6f-87d4-b1f1ac211df0,0d339e23-52fd-43e3-9a41-d11818fd939b,PROD-0234, 4469.83,2025-08-02,card,success,3
be8a2c71-2a1e-4b75-bb87-bf6cc0af96d2,2b8adb23-d7d7-460f-852c-55220a20a4c8,PROD-0199,17817.5,31-12-2023,c@rd,success,-3
6b906713-06bc-4e15-b876-fcbec15878a7,57eb7dc8-4b30-4e81-ba93-3bc7b70f0035,PROD-0184,872971.27,2024-12-02,upi,refunded ,3
5971088f-ccf4-46f3-8720-c00611879248,0b389fa3-01b3-4e6b-a44a-55d8285b82c6,PROD-0082,1677.26,2025-10-08,cash,Success,4
e3d503fa-36cb-45d7-bdca-b4ee3e546510,86ad6beb-476d-4d79-bfb6-0f989b8c2c8a,PROD-0043,25206.65,2026-03-13T15:18:00.599863,wallet,fail,1
bf10c41d-084a-4645-bfb5-bcd8dd4923f4,29251de7-1a93-4549-ad1b-de802e608ab9,PROD-0469,15812.13,2025-03-09,upi,success,5
c7d63b1a-a25f-46c2-9647-80973990d45a,c0bcdcaa-4688-4d7f-9794-d9b60f4bdf95,PROD-0363,21227.02,2025-10-17,wallet,refunded , 
4c7fccf0-b65a-47ac-a985-93b8162788e6,44bd2090-f73b-45a2-8166-9258dd0e7a8e,PROD-0257,33345.25 ,2024-04-13,UPI ,success,3
1b7fca7c-8a89-417d-913a-ec7a46e1414b,efce7887-23ab-4d31-8d6d-748660401ec4,PROD-0074,17953.16,2024/31/01,cash,success,2
bc495c52-3c47-4eef-8958-8a4da32350d9,de05aa36-726a-49f0-9bab-4d4d8054777c,PROD-0086,7833.61,2025/01/10 12:00,wallet,fail,4
ec70711d-595a-4183-a11b-3d69aafd3210,27091e32-14d4-4399-a346-37851a978145,PROD-0444,-50,2025-07-31,cash,success,1
efcbf2a7-bacc-4e41-8b2f-dd588d02b1e0,42e7f5ce-8c61-4222-add0-edfc787bcce9,PROD-0020,268321.58,2025-01-09,wall-et,success,4
36f35fb5-d906-42d1-b4a6-59c262089eb6,5c534768-d662-4dec-84c9-fd649a2bae8a,PROD-0452,33849.45,2025-08-26,WALLET,success,five
019fe22f-8134-4b34-a2b7-79bcff0944fd,8e93fba2-549c-4dec-80f1-a88d0c47dfde,PROD-0213,13713.79,2024-11-07,wallet,success,five
84fffd0e-23fe-4fb4-8379-d6db1bb1afb4,fd70b434-7f1e-49e0-977a-e805005f9881,PROD-0324,"1,200",2024/31/01,cash,success,3
3c251557-0f52-4779-a537-1b82ec948662,35e9d9af-69dd-4e1a-bd9f-71618f031749,PROD-0207,"1,200",2024-07-03,WALLET,refunded ,4
6ece1766-904a-4e51-bd6d-7d1e6001f75c,ff005d97-896f-4bb2-8c8c-dfaac7782bd3,PROD-0346,14162.3,2024-03-08,CRAD,success,3
d8d8c924-fd0d-4e15-8e17-c4d2a4948883,7fdffcb9-8665-4cfe-9f29-b6b400da84d0,PROD-0261,34429.72,2024/31/01,UPI ,Success,5
ae3dde12-d3ba-4bfd-9c48-8c6a2a322470,26fd2ee1-dc2d-4056-aa03-0ecd1f502616,PROD-0300,45928.1,2024/31/01,upi,success,3
16bc1fb3-6425-40bf-912b-3e2d89986b38,161733db-9842-41e4-ac47-d52da5aef9df,PROD-0211,46520.03,,cash,success,5
f36b5846-d698-4f52-bd7e-465bc41f70c8,e451d3d9-2ec8-44fb-8d44-2d9d98720461,PROD-0456,15757.52,2024-11-05,card,success,-3
5b07ad2a-5049-4071-a56b-957001f77efd,132b3f00-7152-46fd-bf99-67aca7d7a5fa,PROD-0422,0,2026-04-30T15:18:01.386597,upi,fail,3
9ea1fa57-4064-457e-9560-573fa12c3804,ea08f560-1bbf-4d53-ba06-deff990406d4,PROD-0142,22587.7,2024-03-04,c@rd,success,4
59eb27f7-2f34-4fd8-af91-a6ba1a616951,d5b621d5-71d1-4e50-8a0a-7cae8d83c938,PROD-0354, 42276.3,2025-12-01,card,refunded ,2
6531f273-210f-4cf7-93ea-09c75fdfef41,8102aac6-0aca-4be7-a597-a58877721168,PROD-0068,20618.89,2025-01-17,card,success,0
34e59d7e-f9b1-45ec-8e41-16adbcdc3f8e,d4f28d83-1459-48f6-8849-3e9ccf9c355b,PROD-0448,14645.4,2026-07-24T15:18:00.743830,wallet,success,1
f884ea12-91bd-4631-9c3f-49e0f69d3fb4,1ecce5af-7b4b-4aa8-a6bf-b238a61d7b24,PROD-0295,28977.44,2025-09-07,wallet,failed,1
7c5f6f83-9aca-4327-9647-5b6a83e173de,ca79e2e9-44a4-4ec3-8f87-73de4e9153ca,PROD-0499,30418.93 ,2025-09-15,card,success,five
db131689-fdb9-4ab0-bb34-a5aa0083260b,6ff059f0-2356-43d0-94ea-539c93665a5a,PROD-0064,23612.12,2024-12-13,card,refunded,1
3c3930f0-37c7-40ac-a9e8-4f61d296918a,d1ef56a7-32ff-4494-b408-a7e419f6f902,PROD-0400,49648.81,2025/01/10 12:00,upi,success,2.0
32480864-244a-48f7-b89e-b5c6b72f05a9,62574dd3-f587-4641-8ffa-1b9547c09f36,PROD-0465,36487.15,2025-08-29,cash,success,4
ba03a2b5-7e36-44af-a43c-62ca8de90e53,f7766ebf-7f84-4bfc-af7d-34da60280ce9,PROD-0033,15752.21,2025-08-28,upi,success,4
fe531305-f743-40cd-931d-2b28c265529f,7d283c18-b0bf-4c93-a651-3f4bcab03854,PROD-0192,49220.53,2025-04-25,wallet,success,3
6ebfa231-a847-441f-965b-238d6552b324,1f56f60c-58b6-4423-8e69-77bc73d04bdc,PROD-0086,9335.7,2024-06-18,card,success, 
da65ffe6-dda3-47e2-9355-d3cd2c18cd9a,2c204392-3e39-44fc-9f3b-aa7478d2f254,PROD-0169,577851.92,2025-04-13, upi,refunded ,4
d37bc222-0bdb-49ee-af63-9479ab2cc8bd,4376ab24-b6f8-4fd7-96b4-322d27119d19,PROD-0389,33108.96,2025/01/10 12:00,wallet,REF,-3
5a899f66-87d9-468b-bb39-871c4df270d7,660712ff-b4bc-422f-8041-827149a004fb,PROD-0166,"1,200",,cd,success,1
34fd6941-d6be-4a91-9a3a-b2bc52534a68,4257f65d-82a9-4e75-ac93-c6d8006dc3cf,PROD-0004,20382.83,2024-02-25,wall-et,success,0
1c0bda0e-7a1c-41a1-b241-d07ed907b1e2,a8d5f4cd-fb45-4ae3-962b-e8f56d42aa95,PROD-0285,39222.17,2025-05-31,card,fail,5
5713f131-5cc6-4b24-b962-27d6b7a5fa7a,11bc7c77-488c-4102-943c-ce5e88ed7fc1,PROD-0187,35886.45,2025/01/10 12:00,wallet,success,1
ceb8cf5d-c787-49c8-bd8e-d2cc7bdb055d,399487d1-f9c0-4ae2-9227-300ae3eec148,PROD-0350, 41158.74,2025-08-23,CRAD,success,1
8fe4f485-af28-42d6-9c2d-94b6bb18a2f4,7f9e718b-7bc9-4956-b622-f75fc18fee1b,PROD-0143,25364.18,2024-04-03,c@rd,success,3
86262f74-631d-41e2-bbd4-3dfdf9f2cafe,cfe8d1a0-12e2-4ca9-b1a6-44516b9ca088,PROD-0405,31823.62,2025-02-25,card,success,3
63ced9cc-4e20-438e-bbd4-6562f2127eef,394e4f41-be77-4c87-a5c5-05134913c4ba,PROD-0344,43006.63,2025-11-07,wallet,success,1
7cbafe62-f26a-4c0e-bcc2-c38875a7e67d,43b471bb-d09a-453b-83a7-28ebf834d6d1,PROD-0214,27070.41,2024-06-29,cash,success,five
