customer_id,events,viewed,searched,carted,logged_in,first_seen,last_seen
004e5b00-7016-446d-9e1e-1cb324b2670c,8,1,0,1,0,2025-09-11 04:42:28.281517+00:00,2025-11-13 17:05:49.293037+00:00
00535c3d-9df1-48e1-9940-c698af46954f,8,1,1,1,0,2025-09-06 16:12:44.347689+00:00,2025-11-23 14:43:04.207872+00:00
0055305f-3c36-4da7-b03f-fd968306e849,2,0,1,0,1,2025-09-20 10:20:14.067578+00:00,2025-09-20 10:20:14.067578+00:00
00560ab7-3aca-4ec8-97e5-f432003f4628,7,1,0,0,0,2025-10-11 01:12:32.663406+00:00,2025-11-29 04:56:23.728708+00:00
00570d15-c928-4fd8-ae33-fb4336d383bb,14,1,1,1,1,2025-09-17 20:38:15.723240+00:00,2025-11-10 20:32:13.063752+00:00
0058749e-3e0f-4937-b2c5-7d31faa7379f,5,1,0,1,1,2025-09-11 18:11:40+00:00,2026-09-20 16:04:50.382299+00:00
0058b8cd-cc3d-41cb-9152-08e13663694b,7,1,1,0,1,2025-09-10 16:41:53.992906+00:00,2025-11-13 17:38:02.533619+00:00
005a7521-db6a-406e-b14e-97bf259f96fb,17,1,1,1,1,2025-09-13 18:29:46.045442+00:00,2025-11-29 16:10:37.009551+00:00
005b80c7-f377-46e7-8f61-24b6b23624f8,12,1,1,1,0,2025-09-19 23:38:53.762282+00:00,2025-11-29 04:29:29.019454+00:00
005b9988-9ba7-42ef-a60f-2ff3ac706b62,7,1,1,1,0,2025-09-12 14:28:48.243086+00:00,2025-11-13 16:23:14.271925+00:00
005c35fc-772b-4cbc-aaff-ad8b505ea047,8,1,1,0,0,2025-09-09 05:18:41.761924+00:00,2025-12-02 09:39:50.794239+00:00
005d92bd-6846-4321-92c0-d54080451a6a,5,1,1,1,0,2025-10-14 03:05:50.849882+00:00,2025-11-24 16:36:34.113072+00:00
005f6195-dc07-4611-befe-a29731d7cad4,11,1,1,0,1,2025-10-02 10:48:51.883837+00:00,2025-12-02 06:47:21.841096+00:00
0060056a-6358-4fae-b059-ea828d28026f,5,1,1,0,1,2025-09-14 06:13:17.824161+00:00,2025-11-15 03:32:41.832496+00:00
00618e46-b4e0-4dca-afb7-f0594d140c07,9,1,1,1,0,2025-09-10 18:06:33.217420+00:00,2025-11-30 05:43:55.473055+00:00
0062d3df-4893-4a61-bf92-155f13bc9c82,5,1,0,0,1,2025-09-16 08:14:20.553889+00:00,2027-12-10 16:04:38.894319+00:00
00630c81-5179-4608-a176-09fe7122130d,4,1,1,0,0,2025-11-06 16:32:02.661072+00:00,2025-11-28 08:20:05.287365+00:00
0063f2a6-a9f3-4b6b-bcb3-19e72f46c90f,12,1,0,1,1,2025-09-15 17:58:52.764383+00:00,2026-07-08 16:04:47.496974+00:00
00682ed4-54ac-434e-b800-a4dfa3775f10,11,1,1,1,1,2025-09-05 13:35:18.566940+00:00,2025-11-04 23:38:40.719680+00:00
0068820c-7d32-4f63-b36a-af9fe087aaa4,4,1,1,0,1,2025-09-21 11:23:05.131045+00:00,2025-10-09 07:04:28.980031+00:00
0068a40f-e26c-4dbc-9c42-fb57961b40ed,5,1,1,0,0,2025-09-29 23:50:28.124440+00:00,2026-07-03 16:04:37.908765+00:00
0068dbc9-b86c-47c7-b66a-e726145b0326,10,1,1,1,0,2025-09-02 22:58:40.633728+00:00,2026-11-21 16:04:34.064389+00:00
006c8f89-11d5-47ff-81d7-5d201021533f,11,1,1,1,1,2025-09-30 07:21:57.526359+00:00,2025-11-25 23:03:07.659880+00:00
006dd4fe-14df-43d6-9cd3-2222c8ed7a64,12,1,1,1,1,2025-09-04 16:21:28.252536+00:00,2027-04-27 16:04:39.647930+00:00
006e4184-9ed8-4f34-a282-d6d81cf19f62,10,1,1,0,1,2025-09-06 00:55:06.122094+00:00,2026-08-15 16:04:55.467395+00:00
007052ff-1a7b-4c2e-b784-a91dd4128cf3,3,1,0,1,0,2025-10-04 10:58:49.041391+00:00,2025-10-19 07:43:31.314492+00:00
0070c246-7754-46db-a55f-b14188840068,12,1,1,1,1,2025-09-10 04:20:32.562134+00:00,2027-08-10 16:04:37.296482+00:00
0070cd44-af9c-449d-80a0-5ea47b01c6af,7,1,1,0,1,2025-10-01 11:55:14.074727+00:00,2025-11-04 03:18:50.394277+00:00
0070ceb7-41c5-4cc5-a77c-09b2202203c4,7,1,1,1,1,2025-09-07 06:37:35.863822+00:00,2025-10-28 00:13:38.063094+00:00
0071f1e4-5da1-4e58-ae84-885271f6773f,11,1,1,1,0,2025-09-10 18:37:44.295746+00:00,2025-11-25 19:22:50.687141+00:00
0076c9fd-501e-4395-9cf2-316040ffcaae,3,0,1,0,1,2025-09-14 00:15:15.560727+00:00,2025-11-28 02:40:38.540601+00:00
00770656-0d7b-45af-a201-7b00e52a03a9,7,1,1,1,0,2025-09-15 12:16:00.269513+00:00,2025-11-29 22:24:15.810918+00:00
0078aa94-5869-48ef-b37d-3247d82a7c99,4,1,1,0,0,2025-10-06 03:09:17.999712+00:00,2025-11-28 23:52:02.712100+00:00
0078d67a-2aaa-45e6-ae85-67523fa259ff,8,1,1,0,0,2025-09-23 09:14:59.604566+00:00,2025-11-27 23:42:16.918035+00:00
0079f177-6689-42ab-b035-dc104ba79a53,5,1,0,0,0,2025-10-04 13:33:09.442774+00:00,2027-11-01 16:04:44.941693+00:00
007aa17d-a31d-4553-a0d2-4ca719491423,7,1,0,1,1,2025-09-04 17:52:01.941108+00:00,2025-11-18 21:34:49.115105+00:00
007bcf44-d755-4a23-8242-e75029e5d516,5,1,0,1,0,2025-09-25 15:14:16.580122+00:00,2025-11-08 12:32:55.717249+00:00
007c380c-dc14-4c07-b1f0-2902cc8ad498,5,1,0,1,1,2025-09-17 04:44:29.797096+00:00,2025-11-15 20:10:56.878052+00:00
007f647c-c4cb-4cbc-b33f-3b03b40f5aa1,6,1,0,1,0,2025-09-02 20:48:56.016057+00:00,2025-11-30 17:29:33.889224+00:00
00814973-9f04-4bd0-bbe9-216092a7ac1d,7,1,1,1,1,2025-09-18 21:28:50.067541+00:00,2026-01-30 16:04:54.005322+00:00
0081bedf-b831-4fe2-89cb-d3c08e885acb,4,1,0,1,1,2025-09-09 08:30:08.392171+00:00,2025-11-18 16:04:56.417667+00:00
00825e57-e63d-4f12-828c-7cb52a2d6c86,6,1,0,1,0,2025-09-04 10:10:51.276801+00:00,2025-12-01 05:20:24.702599+00:00
00841097-89da-44fe-a50b-51ab733814a2,9,1,1,1,1,2025-10-17 05:59:38.113817+00:00,2027-05-28 16:04:44.047913+00:00
00845019-3eb3-467e-afd3-cd21b189a4dd,3,1,1,1,0,2025-10-20 13:17:19.019830+00:00,2025-11-27 13:28:41.551272+00:00
00855837-4b84-4f6f-a099-3a98ab1f6196,5,1,0,1,0,2025-10-22 01:02:06.255020+00:00,2025-11-26 20:42:27.770724+00:00
00860bd1-c44d-4bc5-86de-785f32fd1c5e,9,1,1,1,0,2025-09-12 21:40:00.368094+00:00,2025-11-29 17:44:03.355083+00:00
00861492-f81e-4888-b9d7-86e031c53a6e,8,1,1,1,1,2025-09-04 16:55:44.673726+00:00,2026-06-01 16:04:48.468616+00:00
0088f8b5-bfd8-40e5-983c-6b9bec1452ff,9,1,1,1,1,2025-09-22 07:40:43.196950+00:00,2025-11-28 06:01:48.493798+00:00
00891e3c-3eb3-4a8e-949e-eba6e4757ead,3,1,1,0,0,2025-09-16 18:05:17.585354+00:00,2025-10-26 23:41:28.861932+00:00
008a0399-6828-4120-9195-68f0bb289375,8,1,0,0,0,2025-09-13 03:17:40.297875+00:00,2025-11-25 12:49:55.882716+00:00
008b11c9-167b-4026-894c-50561e3e4fe0,11,1,1,1,1,2025-09-13 00:14:12.976081+00:00,2025-10-31 04:09:33.335767+00:00
008be17c-b70c-4645-b3a2-58a2c19eed2d,5,1,0,1,1,2025-09-19 09:46:35.272515+00:00,2025-11-18 16:32:18.963058+00:00
008ce710-5671-41ea-8b86-e009f66cc226,12,1,1,1,1,2025-09-03 10:20:21.471936+00:00,2025-11-30 18:31:19.224710+00:00
008e0e41-09da-49ba-a34a-88928dffbd1a,5,1,0,1,1,2025-09-15 00:04:38.953683+00:00,2025-11-17 13:52:22.020968+00:00
008e8bcd-377c-466f-8fd8-cfba412d21d8,5,1,1,0,1,2025-09-20 14:23:34.314242+00:00,2025-12-12 16:04:52.969555+00:00
008ef671-d06e-4b5b-a12a-ec5fbf355817,3,1,0,1,1,2025-10-15 19:34:45.655787+00:00,2025-11-06 08:30:14.091269+00:00
0090c74f-190d-463d-a2e0-44af214b6a53,8,1,1,0,0,2025-09-12 04:56:43.748491+00:00,2025-11-27 18:59:19.538348+00:00
00917b5b-35fb-4594-99e0-643ae981a20c,4,0,1,0,1,2025-11-16 15:23:28.837215+00:00,2026-02-22 16:04:37.523245+00:00
0092040b-3c1a-4870-bdfb-e70040da917c,6,1,1,0,0,2025-09-06 11:03:09.029046+00:00,2025-11-21 22:08:53.187881+00:00
00929276-5f47-405e-a5bb-6b52b4b746ef,4,1,0,1,0,2025-09-26 20:59:20.386826+00:00,2027-10-21 16:04:32.357639+00:00
00978582-1d19-41d8-9adb-043f94b8a2f2,9,1,0,1,1,2025-09-02 21:53:34+00:00,2025-11-28 13:44:39.820386+00:00
0098cf16-c5d0-46c2-983c-1dd33dc7b239,6,1,0,1,0,2025-09-06 14:45:49.673704+00:00,2025-11-11 14:00:06.913595+00:00
009b2b97-e505-4043-b080-1ad29aa886c0,5,1,1,1,0,2025-09-15 16:50:06.428042+00:00,2025-11-22 12:26:07.984057+00:00
009c2288-a4aa-452c-8e80-063d925ba33a,6,1,1,1,0,2025-09-05 16:40:46.804805+00:00,2025-10-18 08:22:32.628722+00:00
009d7ae5-04f6-4658-adfd-4461f817b9e5,4,1,0,1,0,2025-09-19 01:29:14.938105+00:00,2025-11-20 01:41:10.585341+00:00
009ee8d6-c8c1-4270-b4bc-a80fad2755fd,4,1,0,1,0,2025-10-07 22:23:02.219949+00:00,2025-11-26 11:05:44.950730+00:00
009f8656-3a39-4706-acae-c023e7fcb749,5,1,0,1,1,2025-09-12 03:12:38.514096+00:00,2025-11-28 22:55:17+00:00
00a00377-aa66-4173-b78e-8c06ddea6c83,9,1,1,0,1,2025-09-11 12:04:04.220680+00:00,2025-11-16 02:04:48.559831+00:00
00a0c69a-8fe1-4e33-9555-1f25a0ae3c2a,12,1,1,1,1,2025-09-04 22:52:16.824057+00:00,2025-11-25 21:31:53.938124+00:00
00a1106a-c141-4ec3-a4d4-1b0b43b3c829,4,1,0,1,1,2025-09-11 10:35:03.040973+00:00,2025-11-08 17:15:29.852652+00:00
00a193fa-3984-40fa-8e15-304d8733ac7f,10,1,0,1,1,2025-09-10 06:05:06.946691+00:00,2025-12-01 14:13:04.057707+00:00
00a19839-fc38-4e3d-b5f6-e12947490b43,8,1,1,1,1,2025-09-26 18:41:18.232529+00:00,2025-11-24 01:41:18.186709+00:00
00a23517-2d57-4808-af65-df8f8bbb240f,9,1,1,1,0,2025-09-02 16:57:12.830362+00:00,2025-11-03 10:03:05.014615+00:00
00a3dd74-6fb7-4dfd-8010-c8859a7b3478,6,1,1,1,1,2025-09-03 21:28:28.839164+00:00,2025-11-13 07:42:32.059536+00:00
00a5c421-09c2-40b8-9c36-2502f0928626,5,1,1,1,1,2025-09-03 16:56:09.541044+00:00,2026-12-23 16:04:49.304638+00:00
00a6768b-b906-419e-9ff3-01d7ff9f0523,6,1,1,1,1,2025-09-05 05:26:14.940574+00:00,2025-11-09 17:11:47.578852+00:00
00ad9850-1706-4a3a-b205-8da53a179b1e,5,1,1,1,0,2025-10-05 00:01:53.804135+00:00,2025-11-12 00:49:54.780714+00:00
00ae41af-7588-4fa6-848f-c13b6e148d1b,3,1,1,0,0,2025-09-04 13:21:36.621220+00:00,2025-10-27 12:13:25.213444+00:00
00aec923-0c38-46af-95df-9800cbb67961,6,1,1,1,1,2025-09-14 15:45:16.127602+00:00,2025-11-21 16:13:41.541791+00:00
00b15609-c67f-4057-a23e-846120a5a078,13,1,1,1,1,2025-09-05 13:55:10.366926+00:00,2025-11-23 17:54:10.295994+00:00
00b4d39b-474d-4e4d-87b2-09da553a317d,9,1,1,0,0,2025-09-07 04:13:49.876046+00:00,2025-11-30 14:53:51.121035+00:00
00b75ca4-2e41-4793-b8de-51192505e27d,3,1,1,0,0,2025-11-21 10:47:39.869021+00:00,2026-06-09 16:04:42.684634+00:00
00b83417-df73-4fe8-884c-6963c3d9e946,6,1,0,0,0,2025-09-16 11:53:38.354706+00:00,2026-09-13 16:04:35.873262+00:00
00b837f6-dc17-43d8-8b4e-2a33886a133e,7,1,0,1,0,2025-10-25 07:07:54.435682+00:00,2025-11-17 06:13:39.508523+00:00
00b938ca-ff47-4c52-80ca-a7138ef5bc29,5,1,0,1,0,2025-09-12 14:05:23.288933+00:00,2025-11-17 11:40:55.073331+00:00
00bc856d-eb92-49c2-b1df-4a479897f236,4,1,0,1,0,2025-10-15 23:42:57.180467+00:00,2025-11-14 21:36:01.555951+00:00
00bea8ae-8c3f-4575-a198-1beffd1a720c,9,1,0,1,1,2025-09-07 20:36:53.253496+00:00,2026-08-10 16:04:33.810255+00:00
00bec3ce-3bd3-432b-80b9-efe325723cec,7,1,0,1,1,2025-09-15 13:09:19.230819+00:00,2025-11-04 11:23:59.652081+00:00
00bf25ea-decd-44ef-a38a-6fde6fe75a69,7,1,0,1,1,2025-10-03 01:28:53.164099+00:00,2026-01-01 16:04:37.218095+00:00
00bf586f-ca6a-4078-bfad-b826584d2a43,7,1,0,1,0,2025-09-22 07:54:17.432428+00:00,2025-11-30 21:14:53.571117+00:00
00c42d28-566b-48cd-9184-6df4ab132922,11,1,0,1,1,2025-09-10 04:46:40.770793+00:00,2025-12-01 02:51:26.971600+00:00
00c45779-6b9a-4483-92b7-2228f83efa62,5,1,0,0,1,2025-09-09 19:34:36.704634+00:00,2025-12-01 05:36:43.878714+00:00
00c5221b-c76d-42ce-8908-7cbc5e2bb0ce,2,1,0,0,1,2025-09-04 20:55:11.455065+00:00,2025-11-04 23:32:59.639190+00:00
00c538b1-9fbd-4a4c-be1a-46e8bd65e179,3,0,1,0,0,2025-09-12 03:23:48.709684+00:00,2027-01-22 16:04:50.558331+00:00
00c68650-3ce5-4118-811b-49f967e0ae33,7,1,1,1,1,2025-09-08 20:15:54.372023+00:00,2025-11-30 02:24:20.328944+00:00
00c7e418-ada3-4cb8-8f96-b40e7d29aa69,1,0,0,1,0,2025-09-19 04:17:05.761970+00:00,2025-09-19 04:17:05.761970+00:00
00c83cba-5a80-4478-a0f4-7a14a1ad1399,5,1,0,1,1,2025-10-11 01:54:43.279441+00:00,2025-11-11 11:35:15.070285+00:00
00c929d1-753c-49a8-af28-eb3ffe0ad087,17,1,1,1,1,2025-09-05 23:05:56.996480+00:00,2025-12-05 16:04:30.868203+00:00
00caf90c-70f8-4b6a-8291-907fdd78dd43,13,1,1,1,1,2025-09-05 02:40:20.877035+00:00,2025-11-27 03:50:00.620663+00:00
00cb2451-5438-461f-87d5-ecea67f3a94e,8,1,1,1,0,2025-09-07 03:08:55.131319+00:00,2026-02-17 16:04:35.945518+00:00
00cb3ba7-c93e-4771-85ee-388dd396a6a0,10,1,1,1,0,2025-09-09 14:20:02.961736+00:00,2025-12-02 02:32:35.388885+00:00
00ccaeb9-34bb-4bcc-b2f5-e77d3af39f91,10,1,1,1,1,2025-09-09 14:46:13.218307+00:00,2026-11-01 16:04:42.296353+00:00
00d23d70-4790-4d99-92f9-e21f0468ae05,4,1,1,0,1,2025-09-13 15:04:26.431599+00:00,2025-11-27 02:30:16.194092+00:00
00d29331-76eb-4511-a0a3-52b55736d150,10,1,1,1,1,2025-09-27 10:02:29.296278+00:00,2025-11-14 16:24:38.350101+00:00
00d30bab-c76b-4dcf-93c0-34d4970aa34f,9,1,0,1,1,2025-09-23 10:24:51.572927+00:00,2025-11-25 03:46:48.957970+00:00
00d4b64f-855f-4605-8abc-c9d593040c96,7,1,1,1,1,2025-09-16 20:40:54.771464+00:00,2025-11-19 00:19:57.905256+00:00
00d51a7a-6516-4097-b3da-913ddc0e6184,10,1,1,1,1,2025-09-07 15:29:52.924901+00:00,2025-11-24 03:17:03.590904+00:00
00d5aa6f-3b76-40da-90a7-1526ae3211b3,15,1,1,0,0,2025-09-03 13:10:13.046881+00:00,2026-07-24 16:04:32.124355+00:00
00d6c0f0-e3e8-44e1-b187-005f82518621,6,1,0,1,1,2025-09-06 06:48:20.673444+00:00,2025-11-18 08:47:22.405064+00:00
00d730ae-e4e9-43b4-9128-e4b819d372ab,7,1,1,0,0,2025-09-09 22:41:08.847642+00:00,2025-10-30 23:21:55.784868+00:00
00d8f49f-e862-4530-b641-f8c41ba78ddf,5,1,0,1,0,2025-09-15 07:51:20.801080+00:00,2025-10-23 23:23:34.303525+00:00
00d9a228-ec75-49bc-91df-a486b5922a3e,5,1,0,0,0,2025-09-18 05:39:03.486627+00:00,2025-11-23 07:53:25.268295+00:00
00d9d551-d21c-4355-a3a6-6a76180194c8,18,1,1,1,1,2025-09-02 17:02:35.999971+00:00,2025-11-21 17:22:38.827749+00:00
00d9dc70-c1e6-470a-b282-0e4d7b3c9435,5,1,0,1,0,2025-09-13 06:31:47.094031+00:00,2025-11-21 20:19:22+00:00
00dc5d58-6621-4c0e-8841-0f454a470d46,8,1,1,1,0,2025-09-05 11:26:32.561017+00:00,2027-04-21 16:04:31.511367+00:00
00de66f1-7c51-4220-b0bf-98ea9ad1daa7,7,1,1,0,0,2025-09-20 05:31:46.718114+00:00,2025-12-01 17:04:31.433908+00:00
00de7fd4-b7f7-493f-9b4a-4db05b144535,4,1,1,0,0,2025-09-12 06:24:23.274140+00:00,2025-11-29 05:38:04.989035+00:00
00df0a1b-c736-445b-925b-89adad07a1d5,8,1,1,0,1,2025-09-23 05:38:10.916644+00:00,2025-12-01 18:24:33.212692+00:00
00e24b6b-dfe2-4186-8e09-9c763a1a5554,4,1,1,0,0,2025-09-13 15:20:40.880986+00:00,2025-11-23 02:59:09.598381+00:00
00e25272-ebfa-45a3-b26d-623bdd8a5a71,6,1,0,0,0,2025-09-28 01:07:34.364065+00:00,2025-11-22 17:24:28.640982+00:00
00e29b9d-b0d6-48f8-84ec-17734d0a8867,9,1,1,1,1,2025-09-19 01:52:01.386353+00:00,2027-02-01 16:04:52.964601+00:00
