order_id,customer_id,product_id,order_amount,order_date,payment_method,status,quantity,date_flag,is_analysable
ceb8cf5d-c787-49c8-bd8e-d2cc7bdb055d,399487d1-f9c0-4ae2-9227-300ae3eec148,PROD-0350,41158.74,2025-08-23 00:00:00.000000,card,success,1.0,,True
8fe4f485-af28-42d6-9c2d-94b6bb18a2f4,7f9e718b-7bc9-4956-b622-f75fc18fee1b,PROD-0143,25364.18,2024-04-03 00:00:00.000000,card,success,3.0,,True
86262f74-631d-41e2-bbd4-3dfdf9f2cafe,cfe8d1a0-12e2-4ca9-b1a6-44516b9ca088,PROD-0405,31823.62,2025-02-25 00:00:00.000000,card,success,3.0,,True
63ced9cc-4e20-438e-bbd4-6562f2127eef,394e4f41-be77-4c87-a5c5-05134913c4ba,PROD-0344,43006.63,2025-11-07 00:00:00.000000,wallet,success,1.0,,True
3612586b-2900-4b52-96d0-8735572aac8c,fa47970a-0646-4955-a8d5-7b812a2206cd,PROD-0311,20045.86,2025-01-10 12:00:00.000000,wallet,success,1.0,,True
d297ef35-cd06-4154-8f36-fae8ea2d8ec4,1b028514-830a-4d08-a18c-fd869166bb58,PROD-0048,5905.05,2024-11-13 00:00:00.000000,wallet,success,2.0,,True
398e13fa-b3e1-4f8a-bbb4-466656fe2e5e,13f39626-7d80-4ff7-a00f-45f3d7eb5949,PROD-0331,19914.03,2025-06-14 00:00:00.000000,upi,success,5.0,,True
e571c6fd-7f8b-46f0-b779-d30794665dab,1a508152-9f93-42aa-ad89-41495fd3c2b6,PROD-0030,3170.37,2025-01-10 12:00:00.000000,card,success,4.0,,True
6510d1e0-9b7d-43bd-b81d-fe2a2f8515cb,04666bff-0d40-475d-9969-d8aa5ca8184f,PROD-0325,47517.26,2024-10-04 00:00:00.000000,cash,success,5.0,,True
84d6b3b3-6a7c-4b64-83a0-00bbcf09d50a,d1753dbf-b0e8-4452-b6c5-18d1d941de70,PROD-0498,5362.07,2024-01-09 00:00:00.000000,card,failed,1.0,,True
f29959f6-1a36-4944-ad20-67f06d87e7f3,34a5f23b-a411-4cc4-84e9-6b08cc3171f5,PROD-0211,42779.81,2023-12-31 00:00:00.000000,wallet,success,5.0,,True
f1fd3f80-f8ff-49c3-9061-2a7861dfbfcf,4d791a8d-7d7e-40cb-91b7-bb5dd1501069,PROD-0140,4551.08,2025-01-10 12:00:00.000000,wallet,refunded,3.0,,True
c0700ae1-4b7a-4b38-835b-056f97fe6e7f,f25a5b52-e064-4f4b-8ab6-a1fa23ba0602,PROD-0412,13678.48,2025-01-10 12:00:00.000000,upi,success,5.0,,True
9a0c04e1-4f7d-4f50-9a08-13f0ca945f6f,7aa62466-529b-427f-aa44-3f46803a0449,PROD-0248,2132.15,2025-09-07 00:00:00.000000,upi,refunded,4.0,,True
40aafb5c-1d14-4856-825f-34bece37f00f,f530487b-6052-4f04-9435-dcf51892083a,PROD-0101,5651.26,2024-02-09 00:00:00.000000,cash,success,5.0,,True
15ba8167-1dd6-4ba7-8dab-93dfbf1de15f,591af79d-e1f8-4634-b62e-749d75c9848a,PROD-0220,40271.34,2025-08-09 00:00:00.000000,upi,success,1.0,,True
1a3289a7-934c-4ded-8f67-67280317f19f,385187f6-b98a-4276-9dac-d2e61ef49680,PROD-0302,5749.4,2025-12-01 00:00:00.000000,wallet,success,3.0,,True
89d9a2d8-4808-4a7b-8343-d805a38eb754,bfb77565-a13f-47d0-8d7d-91d3367fb55a,PROD-0038,21035.71,2025-05-29 00:00:00.000000,upi,failed,5.0,,True
b69c4c53-a5f6-4042-9be5-30dd99e9fbf4,3e5f5257-a9f6-4fe1-a100-0ec2a9b92ba6,PROD-0158,32310.73,2023-12-31 00:00:00.000000,upi,success,4.0,,True
e945422e-f526-4c53-8790-f04f2bab69a3,b5ea194a-2895-4903-9b39-a83d9db97fa2,PROD-0271,27067.82,2024-01-31 00:00:00.000000,card,refunded,2.0,,True
d019bbfa-bcd9-489e-9c22-32529d09181a,54ca2618-0947-443b-9e0f-53f2b5b4ec9c,PROD-0468,38964.64,2024-01-23 00:00:00.000000,upi,success,5.0,,True
7452b43e-211a-4f1c-98c1-22ee62986bbc,0c2a8ea8-0ba3-435e-a639-8cff0530d919,PROD-0152,19517.65,2024-01-28 00:00:00.000000,card,success,2.0,,True
1d98faf8-1888-48ac-8fdf-3d9efe444393,3e32b202-969a-484f-bd41-e2eebafbe9d1,PROD-0075,27305.38,2025-05-21 00:00:00.000000,wallet,success,3.0,,True
cc5f53cf-2624-4269-9528-5702aec457b9,227238ba-34a3-436c-9161-de9b5e8400d6,PROD-0071,24739.95,2024-10-29 00:00:00.000000,wallet,success,2.0,,True
d0c6a841-7736-490d-a7d1-fcf3b8ba21f1,ee1af5f6-bae7-49c2-8b1c-2d52dd55ad8b,PROD-0108,5672.01,2024-05-07 00:00:00.000000,cash,success,2.0,,True
07cc26dc-eabf-4184-a4cc-440680f2cfa9,9bf67b33-f8a3-44f9-84b9-1814753499a0,PROD-0448,14292.61,2025-01-10 12:00:00.000000,wallet,success,4.0,,True
6a7a260f-9e30-4363-a4e6-63c68cb8038f,853e9722-3e8f-4127-b464-302fe354cfbd,PROD-0085,6894.37,2026-11-29 15:18:02.066012,card,success,3.0,future,True
8edca5bb-21d6-430c-a388-fbfb7e821f41,c4fd8038-6a4f-48b2-824b-8cf4d42f2466,PROD-0234,13726.98,2025-06-02 00:00:00.000000,upi,success,4.0,,True
4d36c2a5-a1b6-4943-a5be-e09e680e6262,6f8b91a2-fd86-4790-8fb5-a3f46b7d7e06,PROD-0357,31272.71,2023-12-31 00:00:00.000000,card,success,3.0,,True
de36b725-dfd1-4398-9323-0843bb28abd2,e7fe729c-d961-4390-8960-9c996204645b,PROD-0016,18402.38,2024-12-25 00:00:00.000000,upi,success,5.0,,True
b54d0c58-2c04-4ac5-9d60-f3cf4a5c19d2,9e48263f-7923-4cb9-8138-b9da8eb85619,PROD-0491,38353.32,2024-06-03 00:00:00.000000,wallet,success,2.0,,True
dc75a865-4f77-4abb-a153-36265c519bfa,ddecbb5a-b9fb-48af-b189-5e3ab2e9578a,PROD-0379,25918.99,2025-01-10 12:00:00.000000,upi,failed,5.0,,True
74ceea07-8922-4159-a871-06d351ed4d81,185ca76f-65c6-4220-87f3-2905d438ce22,PROD-0178,17849.52,2023-12-31 00:00:00.000000,card,success,2.0,,True
51f2179d-048c-4c19-98c3-d91500f0e692,35272e51-5b96-4cf9-b841-d21ab0e6b1d4,PROD-0498,7519.76,2024-01-31 00:00:00.000000,upi,success,1.0,,True
d892354e-c54f-4f9d-9c52-bf0444114f21,8dd05b92-13bd-4739-ba4e-aaf5d3bb94de,PROD-0436,16979.39,2025-09-29 00:00:00.000000,wallet,success,3.0,,True
f27f944c-0efc-4ad5-96e5-49e2bc139955,9f4c04ee-23bf-41f9-a17b-6607dce8c839,PROD-0352,31330.24,2026-08-24 15:18:01.118460,cash,success,2.0,future,True
153da68e-576d-40eb-a4a7-725c986c0cbd,fec12f8e-742f-4973-8f8f-e1a2dca33963,PROD-0017,12342.33,2025-01-10 12:00:00.000000,upi,success,1.0,,True
